
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,中興高中,1,0,2,0,1,0,1,0,1,1,3,0,0,10
,五育高中,0,0,1,0,1,1,1,1,1,0,0,0,0,6
,仁愛高農,3,0,0,0,0,1,2,1,19,0,2,0,1,29
,水里商工,29,1,3,0,1,0,1,0,26,0,2,0,0,63
,同德家商,16,0,5,1,3,0,2,6,40,0,4,0,0,77
,旭光高中,0,0,0,0,1,0,0,0,0,1,0,0,0,2
,竹山高中,21,0,4,0,1,0,1,3,8,5,3,0,0,46
,南投高中,0,0,1,0,2,0,2,3,5,0,4,0,0,17
,南投高商,40,1,1,0,0,0,1,0,7,1,1,0,0,52
,埔里高工,34,0,1,0,0,0,0,4,35,2,4,0,1,81
,草屯商工,34,0,0,0,4,0,2,4,9,1,7,0,1,62
,普台高中,0,0,1,0,1,0,0,0,1,0,0,0,0,3
,暨大附中,1,1,0,0,3,1,1,2,11,0,0,0,0,20
,總計,179,3,20,1,18,3,14,24,164,11,30,0,3,470
