
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,中興高中,1,0,2,0,3,0,1,0,2,1,3,0,0,13
,五育高中,1,0,1,0,2,0,1,2,5,0,1,0,0,13
,仁愛高農,2,0,0,0,0,1,2,1,20,0,2,0,1,29
,水里商工,28,1,3,0,1,0,1,0,24,0,2,0,0,60
,同德家商,15,0,5,0,3,0,3,8,42,0,5,0,0,81
,旭光高中,0,0,0,0,1,0,0,0,0,1,0,0,0,2
,竹山高中,21,0,4,1,2,0,1,3,8,5,3,0,0,48
,南投高中,0,0,1,0,2,0,2,4,7,0,4,0,0,20
,南投高商,38,1,1,0,0,0,1,0,7,1,1,0,0,50
,埔里高工,38,0,1,0,1,0,0,6,34,2,4,0,1,87
,草屯商工,38,0,0,0,3,0,3,4,9,1,7,0,2,67
,普台高中,0,0,1,0,1,0,0,0,1,0,0,0,0,3
,暨大附中,1,1,0,0,2,1,1,2,11,0,0,0,0,19
,總計,183,3,20,1,21,2,16,30,171,11,32,0,4,494
