
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三義高中,0,0,0,0,0,0,0,0,4,0,0,0,0,4
,大同高中,0,0,0,0,0,0,4,0,0,0,0,0,0,4
,大成高中,32,1,0,0,0,0,0,1,18,3,0,0,0,55
,大湖農工,37,0,0,1,0,0,0,1,35,1,1,0,0,76
,中興商工,29,0,1,0,2,0,2,1,69,0,0,0,1,105
,全人實中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,竹南高中,1,0,1,0,1,0,4,0,3,0,3,0,0,13
,君毅高中,51,0,0,0,0,0,3,3,22,3,2,0,0,84
,育民工家,8,0,0,2,1,0,0,0,33,0,1,0,0,45
,卓蘭實驗高中,1,1,0,0,2,0,1,0,14,0,0,0,0,19
,建台高中,3,0,2,0,4,0,1,0,3,0,0,0,0,13
,苗栗高中,0,2,1,0,3,0,1,1,3,0,1,0,0,12
,苗栗高商,2,0,0,0,1,0,1,0,7,0,2,0,0,13
,苗栗農工,38,1,3,0,0,0,1,2,54,3,3,0,0,105
,苑裡高中,0,0,0,0,5,0,1,1,0,1,0,0,0,8
,苑裡高中,1,0,0,0,1,0,0,0,2,0,0,0,0,4
,賢德工商,2,0,0,0,0,0,1,0,5,0,0,0,0,8
,興華高中,0,0,0,0,2,0,1,0,3,0,0,0,0,6
,龍德家商,58,0,0,0,1,0,0,2,26,1,0,0,0,88
,總計,263,5,8,3,23,0,21,13,301,12,13,0,1,663
