
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大成高中,13,1,1,1,2,2,0,16,0,0,0,1,37
,大湖農工,39,0,1,1,1,0,1,23,1,0,0,0,67
,中興商工,11,3,2,0,0,2,0,40,0,0,0,1,59
,竹南高中,0,2,0,0,1,2,0,1,0,0,0,0,6
,君毅高中,45,0,1,0,1,1,1,15,3,1,0,0,68
,育民工家,19,0,0,2,1,1,0,30,1,1,0,1,56
,卓蘭實驗高中,0,2,0,1,3,4,0,4,0,0,0,0,14
,建台高中,1,0,1,0,2,4,1,1,1,1,0,1,13
,苗栗高中,0,2,1,0,3,1,0,1,0,0,0,1,9
,苗栗高商,1,1,1,0,0,1,0,4,0,2,0,2,12
,苗栗農工,40,0,4,0,1,1,2,31,2,1,0,1,83
,苑裡高中,0,0,1,0,2,1,2,0,1,0,0,0,7
,賢德工商,8,0,0,0,0,3,0,5,0,0,0,1,17
,縣立苑裡高中,1,0,0,0,1,0,0,1,0,0,0,0,3
,興華高中,0,0,0,0,1,0,0,2,0,0,0,0,3
,龍德家商,62,0,2,1,2,3,2,31,4,0,0,0,107
,總計,240,11,15,6,21,26,9,205,13,6,0,9,561
