
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大成高中,8,0,1,1,2,2,1,13,0,1,0,1,30
,大湖農工,29,0,2,0,2,0,1,28,0,0,0,0,62
,中興商工,8,2,1,0,1,1,0,35,0,0,0,1,49
,竹南高中,0,3,0,0,1,2,0,0,0,1,0,0,7
,君毅高中,43,0,1,0,1,2,0,19,3,0,0,1,70
,育民工家,14,0,1,1,1,2,0,19,1,1,0,1,41
,卓蘭實驗高中,0,1,0,1,2,3,0,5,0,0,0,0,12
,建台高中,2,0,0,0,1,4,1,3,1,2,0,1,15
,苗栗高中,0,2,0,0,1,3,0,2,1,1,0,0,10
,苗栗高商,0,2,1,0,1,4,0,8,0,2,0,2,20
,苗栗農工,46,0,5,0,1,2,1,29,2,0,0,1,87
,苑裡高中,0,0,2,0,1,0,0,0,0,0,0,0,3
,賢德工商,8,0,0,0,0,3,0,3,0,0,0,1,15
,興華高中,0,0,0,0,1,0,0,3,1,1,0,0,6
,龍德家商,42,0,2,1,0,2,1,18,5,0,0,0,71
,總計,200,10,16,4,16,30,5,185,14,9,0,9,498
