
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三義高級中學,0,0,0,0,0,0,0,0,4,0,0,0,0,4
,大同高級中學,0,0,0,0,0,0,4,0,0,0,0,0,0,4
,大成高中,33,1,0,0,0,0,0,1,18,3,0,0,0,56
,大湖農工,37,0,0,1,0,0,0,1,35,1,1,0,0,76
,中興商工,29,0,1,0,2,0,2,1,68,0,0,0,1,104
,全人實中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,竹南高中,1,0,1,0,1,0,4,0,3,0,3,0,0,13
,君毅高中,51,0,0,0,0,0,3,3,22,3,2,0,0,84
,育民工家,8,0,0,2,1,0,1,1,31,0,1,0,0,45
,卓蘭實驗高中,2,1,0,0,2,0,1,0,14,0,0,0,0,20
,建台高中,3,0,2,0,4,0,1,0,3,0,0,0,0,13
,苗栗高中,0,2,1,0,3,0,0,1,3,0,1,0,1,12
,苗栗高商,2,0,1,0,1,0,1,0,8,1,2,0,1,17
,苗栗農工,38,1,3,0,0,0,1,2,54,3,3,0,0,105
,苑裡高中,0,0,0,0,5,0,1,1,0,1,0,0,0,8
,賢德工商,3,0,0,0,0,0,2,0,8,0,0,0,1,14
,縣立苑裡高中,1,0,0,0,1,0,0,0,2,0,0,0,0,4
,興華高中,0,0,0,0,2,0,1,0,3,0,0,0,0,6
,龍德家商,58,0,0,0,1,0,0,2,26,1,0,0,0,88
,總計,266,5,9,3,23,0,22,14,302,13,13,0,4,674
