
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三義高中,2,0,0,0,0,0,0,0,10,0,0,0,0,12
,大同高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,大成高中,27,0,1,0,0,0,1,4,30,3,2,0,1,69
,大湖農工,39,0,0,0,0,0,1,1,43,1,1,0,0,86
,中興商工,24,0,0,1,3,0,3,1,89,0,0,0,0,121
,竹南高中,0,0,1,0,2,1,3,0,2,0,4,0,0,13
,君毅高中,52,0,1,0,1,0,7,3,42,1,2,0,0,109
,育民工家,10,0,1,1,1,0,0,0,36,0,2,0,0,51
,卓蘭實驗高中,3,1,0,0,1,0,1,0,15,0,0,0,0,21
,建台高中,3,1,1,0,4,0,2,0,3,0,0,0,0,14
,苗栗高中,0,2,0,1,1,1,1,2,5,0,2,0,0,15
,苗栗高商,1,0,1,0,3,0,2,0,10,1,2,0,0,20
,苗栗農工,40,2,4,1,0,0,3,1,81,1,3,0,0,136
,苑裡高中,0,0,1,1,4,0,0,0,0,1,0,0,0,7
,苑裡高中,0,0,0,0,0,0,0,0,3,0,1,0,0,4
,賢德工商,2,0,0,0,0,0,1,0,6,0,0,0,0,9
,興華高中,0,0,0,0,2,0,1,0,5,0,0,0,0,8
,龍德家商,39,0,0,1,0,0,0,0,23,2,1,0,0,66
,總計,242,6,11,6,22,2,27,12,403,10,20,0,1,762
