
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,73,0,6,0,0,1,0,1,25,1,7,0,0,114
,大甲高中,0,1,2,0,0,0,1,0,5,0,1,0,0,10
,大里高中,1,0,0,0,0,0,1,0,1,0,0,0,0,3
,大明高中,2,1,0,0,2,1,0,7,15,0,5,0,0,33
,中科實中,0,0,1,0,0,0,0,2,0,0,2,0,0,5
,中港高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,中興大學附屬高中,1,0,1,0,3,0,0,4,0,1,2,0,0,12
,中興大學附屬臺中高職,76,3,3,0,2,0,0,16,43,6,17,0,1,167
,文華高中,0,5,5,0,4,0,1,5,0,0,4,0,0,24
,弘文高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,玉山高中,38,0,0,0,0,0,0,2,12,3,3,0,0,58
,立人高中,0,0,0,0,0,0,0,4,0,0,1,0,0,5
,光華高工,0,1,0,0,1,2,0,3,4,0,4,0,0,15
,后綜高中,1,0,1,0,2,0,0,1,2,0,0,0,0,7
,西苑高中,0,0,2,0,1,0,0,5,1,0,0,0,0,9
,沙鹿高工,67,2,2,0,3,1,0,5,27,4,7,0,0,118
,宜寧高中,2,0,0,0,0,0,0,1,0,0,1,0,0,4
,忠明高中,0,0,1,0,1,0,0,0,0,0,3,0,0,5
,明台高中,10,0,2,0,0,0,1,8,38,1,2,0,2,64
,明道高中,1,2,5,0,5,0,1,7,6,0,14,0,0,41
,明德學校財團法人臺中市明德高中,5,0,1,0,2,0,0,2,21,0,6,0,0,37
,東大附中,0,0,0,0,0,0,0,3,0,0,5,0,0,8
,東山高中,0,1,2,0,1,2,0,0,1,1,3,0,0,11
,東勢高工,40,0,2,0,0,0,0,11,27,2,9,0,0,91
,長億高中,0,0,0,0,0,0,0,2,2,0,0,0,0,4
,青年高中,10,1,2,0,1,1,3,11,31,1,5,0,0,66
,致用高中,6,0,1,0,4,1,1,2,20,0,0,0,0,35
,常春藤高中,1,0,0,0,0,0,0,1,0,0,3,0,0,5
,清水高中,0,2,1,0,2,0,0,1,0,0,1,0,0,7
,惠文高中,0,1,1,0,3,1,1,2,0,0,4,0,0,13
,華盛頓高中,0,0,1,0,0,0,0,1,0,0,0,0,0,2
,慈明高中,17,2,1,0,0,2,2,9,29,0,7,0,0,69
,新民高中,3,0,3,0,3,1,1,13,17,0,6,0,0,47
,葳格高中,0,0,0,1,0,0,0,0,1,0,4,0,0,6
,僑泰高中,14,0,3,0,3,1,3,11,27,0,4,0,0,66
,嘉陽高中,13,0,1,0,1,0,1,5,21,0,2,0,0,44
,臺中一中,0,5,8,0,0,2,3,12,0,0,18,0,0,48
,臺中二中,0,1,0,0,1,0,0,5,1,0,0,0,0,8
,臺中女中,0,1,4,0,7,2,0,2,0,1,1,0,0,18
,臺中家商,32,1,2,1,3,3,1,7,10,1,10,0,0,71
,臺中高工,31,1,4,0,3,2,0,26,40,2,14,0,1,124
,曉明女中,0,0,1,0,1,0,0,0,0,0,0,0,0,2
,嶺東高中,1,0,2,1,0,2,0,5,10,0,2,0,0,23
,豐原高中,0,1,0,1,1,0,0,0,0,0,0,0,0,3
,豐原高商,58,2,4,0,7,3,3,3,5,2,3,0,0,90
,霧峰農工,68,0,1,0,2,1,1,5,19,6,10,0,0,113
,總計,571,35,76,4,70,29,25,210,461,32,190,0,4,1707
