
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,文華高中,0,3,8,0,5,4,3,2,0,3,0,0,28
,台中一中,0,6,7,1,11,9,7,1,2,7,0,4,55
,台中二中,0,0,5,3,5,4,5,1,0,2,0,0,25
,台中女中,0,2,5,0,11,8,0,0,0,0,0,4,30
,台中技院附高商進校,1,0,0,1,3,0,1,0,0,0,0,1,7
,台中家商,40,2,8,0,7,7,5,39,4,2,0,0,114
,台中高工,37,2,4,0,5,5,11,68,4,2,0,0,138
,台中高農,84,1,4,0,8,8,12,45,10,11,0,2,185
,光華高工,1,0,1,1,3,1,3,29,0,0,0,0,39
,西苑高中,0,1,0,0,5,0,0,2,0,1,0,0,9
,宜寧高中,0,0,2,1,1,0,3,6,1,1,0,0,15
,忠明高中,0,1,1,0,0,0,0,2,1,2,0,0,7
,明德女中,3,0,2,1,5,8,4,44,0,4,0,0,71
,東大附中,0,0,0,0,0,0,0,0,0,1,0,0,1
,東山高中,0,0,0,0,0,1,0,0,0,1,0,0,2
,惠文高中,0,0,3,1,4,0,0,0,0,2,0,1,11
,新民高中,1,2,3,1,5,6,4,19,0,2,0,1,44
,曉明女中,0,0,2,0,0,2,0,0,0,0,0,0,4
,嶺東高中,1,3,1,0,6,2,2,28,0,2,0,1,46
,總計,168,23,56,10,84,65,60,286,22,43,0,14,831
