
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,67,0,4,0,0,1,0,3,26,1,6,0,0,108
,大甲高中,0,2,3,0,0,1,0,0,2,0,1,0,0,9
,大里高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,大明高中,2,0,1,0,1,2,1,9,20,0,2,0,0,38
,中科實中,0,0,0,0,1,0,0,1,0,0,3,0,0,5
,中港高中,0,0,0,1,1,0,0,0,0,0,0,0,0,2
,中興大學附屬高中,0,3,3,0,2,0,0,3,0,0,2,0,0,13
,文華高中,0,3,3,0,4,0,2,3,0,0,4,0,0,19
,玉山高中,42,0,0,0,0,0,0,3,6,1,4,0,0,56
,立人高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,光華高工,0,0,0,0,0,0,0,1,3,0,0,0,0,4
,后綜高中,0,1,0,0,0,1,0,0,2,0,0,0,0,4
,西苑高中,0,0,0,0,1,0,0,1,0,0,1,0,0,3
,沙鹿高工,71,0,4,0,2,1,0,10,37,2,10,0,1,138
,宜寧高中,2,0,2,0,1,0,0,2,1,0,2,0,0,10
,忠明高中,0,0,1,0,0,1,0,1,0,0,4,0,0,7
,明台高中,16,0,0,1,1,0,0,6,39,0,0,0,1,64
,明道高中,2,2,6,3,2,0,1,8,6,0,17,0,0,47
,明德學校財團法人臺中市明德高中,2,0,2,1,1,0,2,2,23,0,5,0,0,38
,東山高中,0,2,2,0,1,1,1,0,0,1,0,0,0,8
,東勢高工,41,0,2,0,3,0,1,8,23,1,9,0,0,88
,長億高中,0,0,0,0,1,0,1,0,1,0,0,0,0,3
,青年高中,4,0,1,0,0,0,0,13,25,0,0,0,0,43
,致用高中,6,0,1,0,0,0,0,3,20,0,1,0,0,31
,財團法人東海大學附屬高中,0,0,0,0,0,0,0,0,0,0,2,0,0,2
,常春藤高中,1,0,0,0,1,0,0,0,0,0,1,0,0,3
,清水高中,0,0,1,0,3,0,0,0,0,0,1,0,0,5
,惠文高中,0,0,2,0,0,0,0,1,0,0,6,0,0,9
,華盛頓高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,慈明高中,14,0,0,0,1,3,0,6,22,0,5,0,0,51
,新民高中,1,0,3,0,0,2,2,11,15,1,8,0,0,43
,新社高中,0,0,1,0,0,0,0,2,3,0,2,0,0,8
,葳格高中,0,0,1,0,0,0,0,3,0,0,2,0,0,6
,僑泰高中,12,0,3,0,1,2,1,11,31,0,6,0,0,67
,嘉陽高中,13,0,1,0,0,0,0,5,28,0,1,0,0,48
,臺中一中,0,5,8,0,0,1,1,13,0,0,26,0,0,54
,臺中二中,0,1,2,0,0,0,0,2,1,0,1,0,0,7
,臺中女中,0,2,9,0,3,2,0,2,0,0,0,0,0,18
,臺中家商,37,2,4,1,3,2,2,12,15,2,14,0,0,94
,臺中高工,24,2,6,0,2,7,1,31,44,1,28,0,0,146
,衛道高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,曉明女中,0,1,2,0,0,0,0,0,0,0,0,0,0,3
,興大附農,70,4,8,0,1,0,2,26,36,1,27,0,1,176
,嶺東高中,0,0,1,0,0,1,0,6,13,0,2,0,0,23
,豐原高中,0,1,1,0,1,0,0,0,0,0,1,0,0,4
,豐原高商,72,1,2,0,3,1,1,3,8,1,2,0,0,94
,霧峰農工,60,0,3,0,1,2,1,5,23,0,10,0,0,105
,總計,559,32,93,7,42,31,20,217,473,12,219,0,3,1708
