
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,67,0,1,0,0,0,0,2,24,1,4,0,0,99
,大甲高中,0,0,3,0,1,1,0,0,0,0,0,0,0,5
,大里高中,1,0,0,0,0,0,0,0,2,0,1,0,0,4
,大明高中,3,0,3,0,1,2,0,6,12,0,2,0,0,29
,中科實中,1,0,0,0,1,0,0,1,0,0,3,0,0,6
,中港高中,0,0,1,0,1,0,0,0,0,0,0,0,0,2
,中興大學附屬高中,1,3,3,0,2,0,0,2,0,0,4,0,0,15
,文華高中,0,4,3,0,3,0,1,4,0,0,3,0,0,18
,弘文高中,0,0,0,0,0,0,1,1,0,0,0,0,0,2
,玉山高中,23,0,0,0,0,0,0,3,7,1,1,0,0,35
,立人高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,光華高工,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,后綜高中,0,1,0,0,1,1,0,0,0,0,0,0,0,3
,西苑高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,沙鹿高工,73,0,6,0,3,2,0,8,35,1,7,0,0,135
,宜寧高中,1,0,2,0,1,0,0,2,2,0,1,0,0,9
,忠明高中,0,0,0,0,0,1,0,2,0,0,3,0,0,6
,明台高中,15,0,0,1,0,1,0,7,35,0,1,0,1,61
,明道中學,4,1,5,3,0,0,0,9,4,0,9,0,0,35
,明德學校財團法人臺中市明德高中,1,0,1,0,0,0,2,6,19,0,2,0,0,31
,東山高中,1,1,1,0,0,0,0,1,0,0,0,0,0,4
,東勢高工,34,0,1,0,1,0,1,10,23,1,5,0,0,76
,長億高中,0,0,0,0,1,0,1,0,1,0,0,0,0,3
,青年高中,4,0,1,0,1,0,0,7,28,0,0,0,1,42
,致用高中,9,0,0,0,0,0,0,1,12,0,2,0,0,24
,財團法人東海大學附屬高級中等學校,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,常春藤高中,0,0,0,0,1,0,0,1,0,0,1,0,0,3
,清水高中,0,1,1,0,0,0,0,0,0,0,2,0,0,4
,惠文高中,0,0,3,0,0,1,0,2,0,0,8,0,0,14
,華盛頓高中,0,0,1,0,0,1,0,0,0,0,0,0,0,2
,華德福大地實驗教育學校,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,慈明高中,14,0,0,0,1,1,0,6,10,0,3,0,0,35
,新民高中,1,0,2,0,1,1,1,11,15,1,8,0,1,42
,新社高中,0,0,1,0,0,0,0,2,4,0,3,0,0,10
,葳格高中,1,0,1,0,0,0,0,2,1,0,0,0,0,5
,僑泰高中,11,0,3,0,0,3,0,17,29,0,5,0,0,68
,嘉陽高中,11,0,2,0,0,1,0,5,22,1,2,0,0,44
,臺中一中,0,3,9,1,0,2,0,9,1,0,26,0,0,51
,臺中二中,0,0,2,0,0,0,0,1,0,0,2,0,0,5
,臺中女中,0,2,5,0,2,0,0,0,0,0,2,0,0,11
,臺中家商,39,3,3,1,2,5,0,8,15,1,14,0,0,91
,臺中高工,30,1,6,0,4,5,0,30,36,2,37,0,0,151
,衛道高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,曉明女中,0,1,1,0,0,0,0,0,0,0,0,0,0,2
,興大附農,70,3,7,1,0,1,1,32,34,0,26,0,0,175
,嶺東高中,2,0,2,0,1,0,0,5,8,0,1,0,0,19
,豐原高中,0,1,1,0,1,0,0,2,0,0,1,0,0,6
,豐原高商,71,1,3,0,2,2,1,2,8,2,5,0,1,98
,霧峰農工,59,0,4,0,0,0,0,5,33,2,14,0,0,117
,總計,547,26,88,7,32,31,9,212,422,13,214,0,4,1605
