
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,68,0,4,0,0,1,0,6,26,1,6,0,0,112
,大甲高中,0,2,3,0,0,1,0,0,2,0,1,0,0,9
,大里高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,大明高中,2,0,2,0,1,2,1,10,21,0,2,0,0,41
,中科實中,0,0,0,0,1,0,0,1,0,0,3,0,0,5
,中港高中,0,0,0,1,0,0,0,0,0,0,0,0,0,1
,中興大學附屬高中,0,3,3,0,2,0,0,3,0,0,2,0,0,13
,文華高中,0,3,3,0,4,0,2,3,0,0,4,0,0,19
,玉山高中,41,0,0,0,0,0,0,3,7,1,4,0,0,56
,立人高中,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,光華高工,0,0,0,0,0,0,0,1,3,0,0,0,0,4
,后綜高中,0,1,0,0,0,1,0,0,2,0,0,0,0,4
,西苑高中,0,0,0,0,2,0,0,1,0,0,1,0,0,4
,沙鹿高工,73,0,4,0,2,1,0,10,37,2,10,0,1,140
,宜寧高中,2,0,2,0,1,0,0,4,1,0,2,0,0,12
,忠明高中,0,0,1,0,0,1,0,1,0,0,4,0,0,7
,明台高中,16,0,0,1,1,0,0,6,41,0,0,0,1,66
,明道高中,2,2,6,3,2,0,1,8,6,0,17,0,0,47
,明德學校財團法人臺中市明德高中,3,0,2,1,1,0,1,1,26,0,5,0,0,40
,東山高中,0,2,2,0,1,1,1,0,0,1,0,0,0,8
,東勢高工,41,0,2,0,3,0,1,7,23,1,9,0,0,87
,長億高中,0,0,0,0,1,0,1,0,1,0,0,0,0,3
,青年高中,4,0,1,0,0,0,0,14,27,0,0,0,0,46
,致用高中,10,0,1,0,0,0,0,3,29,0,1,0,0,44
,財團法人東海大學附屬高中,0,0,0,0,0,0,0,0,0,0,2,0,0,2
,常春藤高中,1,0,0,0,1,0,0,0,0,0,1,0,0,3
,清水高中,0,0,1,0,3,0,0,0,0,0,1,0,0,5
,惠文高中,0,0,1,0,0,0,1,2,0,0,7,0,0,11
,慈明高中,14,0,0,0,1,3,0,6,23,0,5,0,0,52
,新民高中,1,0,3,0,0,2,2,12,16,1,9,0,0,46
,新社高中,0,0,1,0,0,0,0,2,3,0,2,0,0,8
,葳格高中,0,0,1,0,0,0,1,4,0,0,2,0,0,8
,僑泰高中,12,0,3,0,1,2,1,13,31,0,6,0,0,69
,嘉陽高中,14,0,1,0,0,0,0,5,28,0,1,0,0,49
,臺中一中,0,5,9,0,1,1,1,13,0,0,26,0,0,56
,臺中二中,0,1,2,0,0,0,0,3,1,0,1,0,0,8
,臺中女中,0,2,10,0,3,2,0,2,0,0,0,0,0,19
,臺中家商,37,2,4,1,3,2,1,13,15,2,14,0,0,94
,臺中高工,24,2,6,0,2,7,1,31,44,1,31,0,0,149
,衛道高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,曉明女中,0,1,2,0,0,0,0,0,0,0,0,0,0,3
,興大附農,70,4,8,0,1,0,2,27,37,1,27,0,1,178
,嶺東高中,0,0,1,0,0,1,0,6,14,0,2,0,0,24
,豐原高中,0,1,1,0,0,0,0,0,0,0,2,0,0,4
,豐原高商,72,1,2,0,3,1,2,3,9,1,3,0,0,97
,霧峰農工,66,0,3,0,1,2,1,5,25,0,10,0,0,113
,總計,573,32,95,7,42,31,22,229,498,12,226,0,3,1770
