
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,74,0,6,0,0,1,0,1,27,1,7,0,1,118
,大甲高中,0,1,2,0,0,0,1,0,6,0,1,0,0,11
,大里高中,1,0,0,0,0,0,1,0,1,0,0,0,0,3
,大明高中,2,1,0,0,3,1,1,4,17,0,7,0,0,36
,中科實中,0,0,1,0,0,0,0,2,0,0,2,0,0,5
,中港高中,0,1,0,0,0,0,0,1,0,0,0,0,0,2
,中興大學附屬高中,1,0,2,0,3,0,0,4,0,1,3,0,0,14
,中興大學附屬臺中高職,80,3,5,0,3,0,0,19,52,6,17,0,1,186
,文華高中,0,5,5,0,4,0,1,5,0,0,4,0,0,24
,弘文高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,玉山高中,44,0,0,0,0,0,1,1,10,3,3,0,0,62
,立人高中,0,0,0,0,1,0,0,4,0,0,1,0,0,6
,光華高工,0,1,0,0,2,1,0,5,5,0,4,0,0,18
,后綜高中,1,0,1,0,2,0,0,1,2,0,0,0,0,7
,西苑高中,0,0,2,0,1,0,0,5,1,0,0,0,1,10
,沙鹿高工,58,2,2,0,4,1,0,5,31,4,8,0,0,115
,宜寧高中,2,0,0,1,0,0,0,4,1,0,1,0,0,9
,忠明高中,0,0,1,0,1,0,0,0,0,0,3,0,0,5
,明台高中,13,0,2,0,0,0,1,6,39,1,2,0,2,66
,明道高中,1,2,5,0,5,0,1,7,9,0,16,0,0,46
,明德學校財團法人臺中市明德高中,4,0,1,0,2,0,0,3,22,0,6,0,0,38
,東大附中,0,0,0,0,0,0,1,3,0,0,5,0,0,9
,東山高中,0,1,2,0,1,2,0,0,2,1,3,0,0,12
,東勢高工,42,0,2,0,0,0,0,13,40,2,9,0,0,108
,長億高中,0,0,0,0,0,0,0,2,3,0,0,0,0,5
,青年高中,15,1,2,0,0,1,6,14,36,2,5,0,1,83
,致用高中,9,0,2,0,5,1,2,2,25,0,0,0,0,46
,常春藤高中,1,0,0,0,0,0,0,1,0,0,3,0,0,5
,清水高中,0,2,0,0,2,0,0,1,0,0,1,0,0,6
,惠文高中,0,1,1,0,3,1,1,2,0,0,5,0,0,14
,華盛頓高中,0,0,1,0,0,0,0,1,0,0,0,0,0,2
,慈明高中,21,2,1,0,1,1,2,10,31,0,5,0,1,75
,新民高中,3,1,3,0,5,1,2,14,19,0,9,0,0,57
,新社高中,1,0,0,0,0,0,1,0,0,0,0,0,0,2
,葳格高中,1,0,0,1,0,0,0,1,1,0,4,0,0,8
,僑泰高中,15,0,3,0,2,1,5,12,35,0,7,0,0,80
,嘉陽高中,20,0,1,1,1,0,2,5,38,0,2,0,0,70
,臺中一中,0,5,10,0,0,2,2,13,0,0,18,0,1,51
,臺中二中,0,1,0,0,1,0,1,6,2,0,0,0,0,11
,臺中女中,0,1,5,0,9,1,0,2,0,1,1,0,1,21
,臺中家商,37,1,2,1,3,3,2,11,13,1,11,0,0,85
,臺中高工,39,1,5,1,3,2,1,32,61,2,17,0,1,165
,曉明女中,0,0,1,0,1,0,0,0,0,0,0,0,0,2
,嶺東高中,2,0,2,1,0,2,0,6,13,0,2,0,0,28
,豐原高中,0,0,0,1,1,0,0,1,0,0,2,0,0,5
,豐原高商,67,2,4,0,6,3,3,3,6,2,4,0,0,100
,霧峰農工,64,0,1,0,2,1,2,8,22,7,10,0,0,117
,總計,618,35,83,7,78,26,40,240,570,34,208,0,10,1949
