
,教育階段：高中職,製表日期：2019/05/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高中,0,0,0,0,1,0,0,0,3,0,0,0,0,4
,內埔農工,9,1,1,0,2,0,2,0,29,2,1,0,2,49
,日新工商,36,0,0,0,1,0,0,0,4,2,2,0,0,45
,民生家商,20,0,3,0,0,0,7,2,31,1,4,0,0,68
,佳冬高農,54,0,1,0,0,1,1,0,28,1,9,0,1,96
,來義高中,5,0,0,0,0,0,1,0,2,0,0,0,0,8
,枋寮高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,東港海事,15,1,1,0,4,1,3,3,31,0,4,0,0,63
,東港高中,0,1,0,0,0,0,1,0,0,0,0,0,0,2
,屏北高中,0,0,0,0,1,0,2,0,1,1,1,0,0,6
,屏東女中,0,0,0,0,0,1,0,0,0,0,2,0,0,3
,屏東高工,66,1,3,0,1,0,4,4,34,3,13,0,2,131
,屏東高中,0,0,1,0,2,0,4,3,2,0,8,0,1,21
,屏榮高中,11,0,3,0,3,2,5,2,43,2,4,0,0,75
,恆春工商,25,0,0,0,1,0,4,0,12,1,2,0,0,45
,美和高中,1,0,0,0,0,0,1,1,2,0,0,0,0,5
,陸興高中,0,0,0,0,1,0,0,0,2,0,0,0,0,3
,華洲工家,14,1,0,0,0,0,0,0,3,0,2,0,0,20
,潮州高中,0,1,2,0,0,3,4,0,2,0,2,0,0,14
,總計,256,6,15,0,17,8,39,15,230,13,54,0,6,659
