
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,內埔農工,5,0,0,0,3,0,1,1,26,1,1,0,0,38
,日新工商,40,0,0,0,1,0,0,1,7,2,1,0,0,52
,民生家商,24,1,2,0,1,2,1,2,24,2,7,0,1,67
,佳冬高農,56,2,2,0,2,1,2,0,36,3,3,0,1,108
,來義高中,0,0,0,0,0,0,1,0,4,0,0,0,0,5
,東港海事,11,1,0,0,1,2,3,1,22,0,1,0,0,42
,東港高中,0,0,0,0,1,0,1,0,0,0,0,0,1,3
,屏北高中,1,0,0,0,1,0,1,0,1,1,0,0,0,5
,屏東女中,0,0,0,0,1,1,3,0,0,0,0,0,0,5
,屏東高工,74,1,6,0,1,0,3,4,21,10,11,0,2,133
,屏東高中,0,0,1,0,2,1,2,1,2,1,3,0,0,13
,屏榮高中,10,0,4,0,6,3,4,1,32,3,4,0,0,67
,恆春工商,18,0,1,0,3,1,4,1,7,0,1,0,0,36
,美和高中,0,0,0,0,0,0,2,0,1,0,1,0,1,5
,陸興高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,華洲工家,34,0,0,0,0,0,2,0,7,1,1,0,0,45
,潮州高中,0,0,1,0,0,0,1,2,0,1,1,0,0,6
,總計,273,5,18,0,23,11,31,14,192,25,36,0,6,634
