
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高中,0,0,0,0,1,0,0,0,3,0,0,0,0,4
,內埔農工,9,1,1,0,2,0,2,0,31,2,1,0,3,52
,日新工商,39,0,0,0,1,0,0,0,3,2,2,0,0,47
,民生家商,21,0,3,0,0,0,7,3,32,1,4,0,0,71
,佳冬高農,59,0,1,0,0,1,1,0,30,2,9,0,1,104
,來義高中,6,0,0,0,0,0,1,0,2,0,0,0,0,9
,枋寮高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,東港海事,15,1,1,0,4,1,3,2,33,0,4,0,0,64
,東港高中,0,1,0,0,0,0,1,0,0,0,0,0,0,2
,屏北高中,0,0,0,0,1,0,3,0,1,2,1,0,0,8
,屏東女中,0,0,0,0,0,1,0,0,0,0,2,0,0,3
,屏東高工,69,1,3,0,1,0,4,4,35,4,13,0,2,136
,屏東高中,0,0,1,0,2,0,4,3,2,0,8,0,1,21
,屏榮高中,10,0,3,0,2,2,4,2,42,2,4,0,0,71
,恆春工商,25,0,0,0,1,0,4,0,11,1,2,0,0,44
,美和高中,1,0,0,0,0,0,1,1,2,0,0,0,0,5
,陸興高中,0,0,0,0,1,0,0,0,2,0,0,0,0,3
,華洲工家,14,1,0,0,0,0,0,0,3,0,2,0,0,20
,潮州高中,0,1,2,0,0,3,4,0,2,0,2,0,0,14
,總計,268,6,15,0,16,8,39,15,235,16,54,0,7,679
