
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高中,0,0,0,0,0,1,0,0,0,0,0,0,1
,內埔農工,2,2,2,0,0,2,0,6,0,2,0,0,16
,日新工商,25,0,0,1,9,0,0,4,1,0,0,0,40
,民生家商,9,4,1,1,6,4,0,15,1,2,0,0,43
,佳冬高農,60,0,0,0,0,1,0,13,11,4,0,0,89
,來義高中,0,0,0,0,0,3,0,3,0,0,0,0,6
,枋寮高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,東港海事,1,0,0,0,4,4,1,5,0,1,0,0,16
,屏北高中,1,0,2,0,4,0,0,0,0,1,0,1,9
,屏東女中,0,0,2,0,3,2,0,0,0,0,0,0,7
,屏東高工,91,0,6,0,2,2,0,14,20,6,0,4,145
,屏東高中,1,1,2,0,1,1,0,0,0,2,0,0,8
,屏榮高中,6,1,3,2,7,2,1,4,1,2,0,3,32
,恆春工商,15,1,1,0,2,0,1,3,6,0,0,0,29
,美和高中,2,0,0,0,2,2,0,0,0,0,0,0,6
,華洲工家,37,0,0,0,1,2,0,8,7,0,0,0,55
,新基高中,1,0,1,0,0,0,0,1,0,0,0,0,3
,潮州高中,0,1,1,0,4,0,0,0,0,1,0,0,7
,總計,251,10,21,4,45,26,3,77,47,21,0,8,513
