
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高中,0,0,1,0,0,0,0,0,0,0,1,0,1,3
,內埔農工,3,0,0,0,2,0,3,1,22,0,3,0,1,35
,日新工商,43,0,0,0,2,0,1,0,8,1,0,0,0,55
,民生家商,19,1,1,0,4,0,1,3,28,3,4,0,0,64
,佳冬高農,61,1,2,0,5,0,2,0,41,4,1,0,0,117
,來義高中,1,0,0,0,0,0,0,0,4,0,0,0,0,5
,東港海事,7,1,1,0,2,1,4,0,14,0,2,0,0,32
,東港高中,0,0,0,0,1,1,1,0,0,0,0,0,0,3
,屏北高中,1,0,1,0,2,0,1,1,0,1,0,0,0,7
,屏東女中,0,1,2,0,3,1,1,0,0,0,0,0,1,9
,屏東高工,82,1,7,0,2,0,3,2,20,7,10,0,1,135
,屏東高中,0,0,0,0,3,0,1,1,0,1,2,0,0,8
,屏榮高中,7,1,2,0,3,1,5,1,22,1,7,0,2,52
,恆春工商,19,0,1,0,3,1,3,1,11,2,1,0,0,42
,美和高中,0,0,0,0,1,0,3,0,0,0,1,0,0,5
,陸興高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,華洲工家,40,0,0,0,0,0,1,0,8,1,0,0,0,50
,潮州高中,0,1,1,0,1,0,4,2,0,0,1,0,1,11
,總計,283,7,19,0,34,5,34,12,180,21,33,0,7,635
