
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,內思高工,5,0,2,0,1,0,0,4,36,0,1,0,0,49
,六家高中,0,0,0,0,0,0,0,1,2,0,1,0,0,4
,仰德高中,46,0,0,0,0,0,3,6,43,4,1,0,1,104
,竹北高中,39,2,3,0,4,1,5,11,10,6,7,0,0,88
,竹東高中,0,0,0,0,2,0,1,3,8,0,4,0,0,18
,忠信高中,1,0,0,0,0,0,0,2,7,0,1,0,0,11
,東泰高中,30,1,0,0,1,0,1,0,45,3,2,0,0,83
,湖口高中,2,0,0,0,1,0,3,0,5,0,3,0,0,14
,義民高中,0,0,1,0,3,0,1,3,27,0,2,0,1,38
,誠正中學,7,0,0,0,0,0,0,4,2,0,0,0,0,13
,關西高中,41,0,2,0,2,0,2,5,25,3,7,0,0,87
,總計,171,3,8,0,14,1,16,39,210,16,29,0,2,509
