
,教育階段：高中職,製表日期：2019/03/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,內思高工,1,0,2,0,0,0,0,6,34,0,4,0,0,47
,六家高中,0,0,1,0,1,1,0,8,7,0,6,0,0,24
,仰德高中,39,0,1,1,2,3,4,5,68,2,11,0,0,136
,竹北高中,36,0,2,0,3,0,5,6,6,1,17,0,0,76
,竹東高中,0,0,2,0,0,0,2,2,5,0,3,0,0,14
,忠信高中,0,0,1,0,0,0,0,1,0,0,0,0,0,2
,東泰高中,35,0,5,1,1,1,0,6,69,0,8,0,0,126
,湖口高中,0,0,1,0,1,0,2,0,9,0,3,0,0,16
,義民高中,0,0,1,0,0,4,1,6,28,0,3,0,1,44
,誠正中學,6,0,0,0,0,0,0,7,3,0,0,0,0,16
,關西高中,35,0,1,0,1,3,3,4,27,0,12,0,0,86
,總計,152,0,17,2,9,12,17,51,256,3,67,0,1,587
