
,教育階段：高中職,製表日期：2019/03/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,上騰工商,6,0,1,1,2,0,0,5,18,0,5,0,0,38
,四維高中,11,1,4,0,2,0,0,3,43,1,3,0,0,68
,玉里高中,20,0,1,1,1,0,1,3,13,0,3,0,0,43
,光復商工,6,0,0,0,2,0,2,0,10,1,1,0,0,22
,花蓮女中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,花蓮高工,1,0,3,0,1,0,1,5,44,0,8,0,0,63
,花蓮高中,0,0,2,2,3,0,2,1,1,0,5,0,0,16
,花蓮高商,0,0,1,0,2,0,0,1,4,0,1,0,0,9
,花蓮高農,55,1,0,0,1,2,0,6,42,3,8,0,0,118
,海星高中,2,0,0,0,0,0,2,1,8,1,3,0,0,17
,慈濟附中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,體育高中,0,0,0,0,0,0,0,0,4,0,0,0,0,4
,總計,101,2,12,4,14,2,9,26,187,6,37,0,0,400
