
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,上騰工商,5,0,0,1,1,0,0,5,13,0,4,0,0,29
,四維高中,9,1,4,0,4,1,1,2,30,1,4,0,0,57
,玉里高中,19,0,0,1,0,0,0,1,6,0,2,0,0,29
,光復商工,9,0,1,0,5,0,1,0,7,1,0,0,0,24
,花蓮女中,0,1,1,0,0,0,1,0,0,0,1,0,0,4
,花蓮高工,0,0,2,1,1,0,1,7,30,0,4,0,0,46
,花蓮高中,0,0,2,2,3,0,1,1,2,0,5,0,0,16
,花蓮高商,0,0,2,0,1,1,3,0,4,0,1,0,0,12
,花蓮高農,73,1,0,0,2,1,0,4,39,2,9,0,1,132
,海星高中,1,0,0,0,0,1,1,0,9,0,3,0,0,15
,慈濟附中,0,0,0,0,1,0,1,0,0,0,1,0,0,3
,體育高中,0,0,0,0,0,0,0,0,3,0,0,0,0,3
,總計,116,3,12,5,18,4,10,20,143,4,34,0,1,370
