
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,22,0,0,0,0,1,1,26,0,1,0,0,51
,四維高中,12,0,3,1,4,3,3,15,3,3,0,1,48
,玉里高中,29,1,0,0,1,1,2,6,4,1,0,0,45
,光復商工,8,1,1,0,1,1,0,5,0,0,0,0,17
,花蓮女中,0,0,0,0,2,1,0,0,0,0,0,0,3
,花蓮高工,3,0,0,1,4,1,2,15,1,2,0,0,29
,花蓮高中,0,0,0,0,2,4,4,0,0,1,0,1,12
,花蓮高商,0,2,0,0,2,1,1,2,0,1,0,1,10
,花蓮高農,74,1,3,0,1,2,5,20,3,4,0,0,113
,海星高中,2,0,0,0,5,5,4,6,1,4,0,0,27
,國光商工,1,0,0,0,0,0,0,0,0,0,0,0,1
,慈濟附中,0,1,1,0,0,0,0,0,0,1,0,0,3
,體育實驗高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,151,6,8,2,22,20,22,96,12,18,0,3,360
