
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,8,0,0,0,1,0,1,3,15,0,1,0,0,29
,四維高中,7,0,3,1,5,0,1,3,24,3,3,0,0,50
,玉里高中,26,1,2,0,2,0,1,2,5,1,1,0,0,41
,光復商工,4,0,1,0,3,0,1,0,5,3,0,0,0,17
,花蓮女中,0,1,3,0,2,0,1,0,0,0,0,0,0,7
,花蓮高工,4,0,1,0,3,0,0,2,23,1,3,0,0,37
,花蓮高中,0,0,0,0,1,0,0,4,1,1,1,0,1,9
,花蓮高商,0,2,0,1,2,0,2,1,4,0,1,0,0,13
,花蓮高農,90,1,3,0,2,0,1,2,31,2,5,0,0,137
,海星高中,6,1,2,0,4,0,4,2,5,2,6,0,0,32
,國光商工,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,慈濟附中,0,1,1,0,0,0,0,0,1,0,1,0,1,5
,體育實驗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,146,7,16,2,25,0,12,19,115,13,22,0,2,379
