
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,10,0,0,0,0,1,1,12,0,0,0,1,25
,四維高中,10,2,0,0,4,8,4,13,2,0,0,2,45
,玉里高中,29,0,0,0,3,2,1,6,3,1,0,2,47
,光復商工,6,0,1,0,0,1,1,8,1,0,0,0,18
,花蓮女中,0,1,0,0,3,1,0,0,0,0,0,0,5
,花蓮高工,1,0,1,0,1,0,4,14,0,2,0,0,23
,花蓮高中,0,1,1,0,2,5,1,0,1,0,0,0,11
,花蓮高商,0,1,0,0,0,2,1,2,1,2,0,0,9
,花蓮高農,77,0,2,1,2,3,1,17,7,4,0,1,115
,海星高中,0,0,0,0,2,1,1,4,1,2,0,0,11
,國光商工,9,0,0,0,1,0,4,14,0,0,0,0,28
,慈濟附中,0,1,0,0,0,0,0,0,0,0,0,0,1
,體育實驗高中,0,0,0,0,0,1,0,4,0,0,0,0,5
,總計,142,6,5,1,18,25,19,94,16,11,0,6,343
