
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,11,0,0,0,0,1,1,14,0,0,0,1,28
,四維高中,10,2,0,0,3,7,4,13,2,0,0,2,43
,玉里高中,28,0,0,0,3,2,1,6,3,1,0,2,46
,光復商工,6,0,1,0,0,1,1,7,1,0,0,0,17
,花蓮女中,0,1,0,0,4,1,0,0,0,0,0,0,6
,花蓮高工,1,0,1,0,1,0,3,14,0,2,0,0,22
,花蓮高中,0,1,2,0,2,5,2,0,1,1,0,0,14
,花蓮高商,0,1,0,0,0,2,1,2,1,2,0,1,10
,花蓮高農,73,0,2,1,3,3,1,16,7,4,0,1,111
,海星高中,0,0,0,0,2,1,2,4,1,2,0,0,12
,國光商工,6,0,0,0,1,0,2,9,0,0,0,0,18
,慈濟附中,0,1,0,0,0,0,0,0,0,0,0,0,1
,體育實驗高中,0,0,0,0,0,1,0,4,0,0,0,0,5
,總計,135,6,6,1,19,24,18,89,16,12,0,7,333
