
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,21,0,0,0,0,1,1,25,0,1,0,0,49
,四維高中,12,0,3,1,4,3,4,16,3,3,0,1,50
,玉里高中,30,1,0,0,1,1,2,8,4,1,0,0,48
,光復商工,9,1,1,0,1,2,0,6,0,0,0,0,20
,花蓮女中,0,0,0,0,2,1,0,0,0,0,0,0,3
,花蓮高工,3,0,0,1,4,0,2,15,1,2,0,0,28
,花蓮高中,0,0,0,0,2,2,3,0,1,1,0,1,10
,花蓮高商,0,2,0,0,2,1,1,5,0,1,0,1,13
,花蓮高農,80,1,3,0,1,2,5,24,3,4,0,0,123
,海星高中,2,0,0,0,5,5,4,6,1,4,0,0,27
,國光商工,1,0,0,0,0,0,0,0,0,0,0,0,1
,慈濟附中,0,1,1,0,0,0,0,0,0,1,0,0,3
,體育實驗高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,158,6,8,2,22,18,22,106,13,18,0,3,376
