
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土庫商工,0,0,0,0,1,1,0,0,27,0,1,0,0,30
,大成商工,32,0,1,1,1,1,3,3,113,1,1,0,0,157
,大德工商,77,0,2,0,0,1,1,0,43,0,2,0,0,126
,斗六家商,0,1,4,0,1,0,0,7,23,0,2,0,0,38
,斗六高中,0,0,1,0,1,0,1,2,2,0,0,0,0,7
,斗南高中,0,1,0,0,0,0,0,3,1,0,2,0,0,7
,北港高中,1,0,1,0,0,1,1,0,11,0,0,0,0,15
,北港農工,39,1,0,0,0,1,0,2,37,0,3,0,0,83
,古坑華德福實驗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,巨人高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,正心中學,0,0,0,0,0,0,1,1,1,0,4,0,0,7
,永年高中,1,0,1,0,0,0,0,0,0,0,0,0,0,2
,西螺農工,1,0,3,0,1,0,0,4,54,0,5,0,0,68
,虎尾高中,0,0,1,0,1,2,1,0,2,0,2,0,0,9
,虎尾農工,70,0,1,0,0,1,2,3,54,2,3,0,0,136
,麥寮高中,0,0,0,0,0,1,0,1,4,0,0,0,0,6
,揚子高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,義峰高中,43,0,3,0,2,1,0,9,45,7,2,0,0,112
,福智高中,0,0,1,0,1,0,0,0,1,0,0,0,0,3
,維多利亞實驗高級中學,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,總計,264,3,20,1,9,10,12,35,419,10,27,0,0,810
