
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土庫商工,1,0,1,0,1,2,0,0,12,1,0,0,0,18
,大成商工,41,1,3,0,0,0,3,3,120,0,2,0,0,173
,大德工商,89,0,0,0,0,0,3,1,39,2,1,0,0,135
,斗六家商,0,1,1,0,5,2,3,3,14,0,3,0,0,32
,斗六高中,0,0,1,0,1,0,4,2,1,1,1,0,0,11
,斗南高中,0,0,0,0,0,0,0,0,2,0,1,0,0,3
,北港高中,0,2,2,0,1,2,2,0,4,0,1,0,0,14
,北港農工,38,1,2,0,2,0,1,1,30,2,2,0,0,79
,古坑華德福實驗高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,正心中學,0,1,1,0,0,0,2,0,0,0,2,0,0,6
,永年高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,西螺農工,2,0,1,0,2,0,1,3,35,1,1,0,0,46
,虎尾高中,0,1,1,0,5,3,3,2,3,0,0,0,0,18
,虎尾農工,61,2,1,1,0,0,0,2,44,2,1,0,0,114
,麥寮高中,2,0,0,0,0,1,0,0,0,0,0,0,0,3
,揚子高中,0,0,1,0,1,0,2,0,0,0,1,0,0,5
,義峰高中,19,0,2,0,1,1,0,1,27,2,0,0,0,53
,福智高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,維多利亞實驗高級中學,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,總計,253,9,19,1,19,11,24,19,333,11,16,0,0,715
