
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大園國際高中,0,1,1,0,1,0,2,3,0,0,0,0,3,11
,大溪高中,0,1,0,1,2,0,0,2,0,0,0,0,0,6
,大興高中,15,0,3,0,4,0,0,0,19,0,1,0,5,47
,中央大學附屬中壢高中,0,4,3,0,3,0,2,7,3,3,7,0,3,35
,中壢家商,0,1,6,0,1,0,0,4,19,0,3,0,1,35
,中壢高商,78,0,3,0,4,0,0,10,17,7,11,0,3,133
,內壢高中,0,1,1,0,4,0,0,4,2,0,7,0,3,22
,六和高中,0,0,2,0,2,0,0,5,7,1,1,0,0,18
,方曙商工,32,0,0,0,1,0,0,1,6,4,0,0,0,44
,平鎮高中,0,0,3,0,8,0,0,7,2,0,7,0,3,30
,永平工商,8,2,3,0,1,0,0,14,70,3,6,0,4,111
,永豐高中,0,0,1,1,1,0,0,1,4,0,1,0,0,9
,光啟高中,13,0,1,3,5,0,4,8,32,0,1,0,2,69
,成功工商,15,0,5,0,7,0,0,13,37,4,9,0,4,94
,至善高中,6,0,1,0,2,0,0,3,7,0,0,0,0,19
,育達高中,16,0,7,0,7,0,1,12,34,2,8,0,7,94
,武陵高中,0,2,6,0,8,0,1,14,1,1,5,0,4,42
,治平高中,2,1,1,0,4,0,0,4,21,0,1,0,2,36
,南崁高中,0,0,1,1,2,0,0,4,4,1,4,0,0,17
,泉僑高中,1,0,1,1,0,0,0,4,4,0,3,0,1,15
,振聲高中,2,0,2,0,5,0,1,10,12,0,13,0,4,49
,桃園高中,0,5,6,0,4,0,0,7,3,1,7,0,3,36
,桃園農工,72,1,2,0,3,0,0,19,50,14,16,0,3,180
,啟英高中,45,1,5,0,7,0,1,12,75,7,7,0,8,168
,清華高中,89,0,2,0,5,0,0,3,28,10,6,0,2,145
,復旦高中,1,1,0,0,0,0,0,0,1,0,1,0,1,5
,陽明高中,0,2,4,1,3,0,1,9,0,0,11,0,1,32
,新興高中,2,2,4,1,9,0,2,13,33,5,6,0,9,86
,楊梅高中,0,0,3,0,5,0,2,7,7,1,5,0,0,30
,壽山高中,1,1,2,0,4,0,2,11,9,1,10,0,1,42
,龍潭農工,77,1,2,0,0,0,1,7,24,10,8,0,0,130
,觀音高中,0,0,0,0,0,0,0,3,2,0,0,0,0,5
,總計,475,27,81,9,112,0,20,221,533,75,165,0,77,1795
