
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大園國際高中,0,1,1,0,3,0,1,4,1,0,1,0,1,13
,大溪高中,0,0,0,0,2,0,1,1,2,0,0,0,0,6
,大興高中,25,1,1,0,5,0,0,5,33,0,7,0,2,79
,中央大學附屬中壢高中,0,2,5,0,4,3,1,4,5,2,8,0,2,36
,中壢家商,0,0,5,1,0,0,0,2,12,0,5,0,0,25
,中壢高商,73,1,1,0,2,0,2,9,14,12,11,0,1,126
,內壢高中,1,2,2,0,2,0,2,9,3,1,10,0,3,35
,六和高中,0,0,0,0,2,0,0,2,2,0,5,0,0,11
,方曙商工,32,0,0,0,0,0,0,4,19,0,1,0,0,56
,平鎮高中,0,2,2,0,4,0,0,2,6,1,11,0,0,28
,永平工商,11,3,6,1,1,0,3,22,142,5,9,0,3,206
,永豐高中,0,0,2,1,1,1,0,1,1,0,1,0,0,8
,光啟高中,11,0,1,2,3,0,4,9,44,0,3,0,0,77
,成功工商,38,0,2,1,4,0,2,11,52,3,11,0,1,125
,至善高中,10,0,0,0,1,0,0,2,23,0,2,0,0,38
,育達高中,17,0,2,0,4,0,2,16,69,2,10,0,1,123
,武陵高中,0,3,5,0,8,1,8,19,4,1,11,0,1,61
,治平高中,7,0,1,0,3,0,3,8,46,1,3,0,1,73
,南崁高中,1,0,1,1,7,0,0,4,0,1,5,0,0,20
,振聲高中,2,0,3,0,3,0,3,12,19,1,11,0,1,55
,桃園高中,0,4,7,0,4,1,1,6,3,0,12,0,3,41
,桃園農工,74,1,3,1,4,0,1,27,72,12,24,0,1,220
,啟英高中,49,1,7,1,6,0,2,18,146,3,15,0,3,251
,清華高中,90,0,2,1,5,0,2,3,32,10,7,0,0,152
,復旦高中,0,0,0,1,1,1,0,1,1,0,1,0,0,6
,陽明高中,0,0,4,1,0,1,2,8,3,1,13,0,0,33
,新興高中,3,1,1,0,6,3,3,18,55,2,12,0,5,109
,楊梅高中,0,0,3,0,4,0,0,5,7,1,6,0,1,27
,壽山高中,0,0,1,0,1,1,1,7,21,2,8,0,3,45
,漢英高中,1,0,0,0,0,0,0,1,4,0,1,0,1,8
,龍潭高中,69,0,1,0,2,0,1,7,27,10,6,0,0,123
,觀音高中,1,0,0,0,0,0,0,4,8,0,1,0,0,14
,總計,515,22,69,12,92,12,45,251,876,71,231,0,34,2230
