
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大園國際高中,0,0,1,0,3,0,2,5,4,0,1,0,0,16
,大溪高中,0,0,0,0,1,0,1,0,3,0,0,0,0,5
,大興學校財團法人桃園市大興高級中等學校,29,2,1,0,3,0,0,11,39,0,10,0,0,95
,中央大學附屬中壢高中,0,3,4,0,5,2,2,8,3,1,7,0,0,35
,中壢家商,0,0,4,1,1,0,0,3,14,0,4,0,1,28
,中壢高商,75,2,1,1,4,1,4,9,17,11,10,0,0,135
,內壢高中,1,1,2,0,2,0,3,6,5,1,11,0,1,33
,六和高中,0,0,0,0,1,0,1,3,5,0,4,0,0,14
,天主教振聲學校財團法人桃園市振聲高級中等學校,1,1,3,0,1,1,3,12,28,1,10,0,1,62
,方曙商工,33,0,0,0,0,0,0,5,20,0,2,0,0,60
,平鎮高中,0,3,1,0,1,1,0,2,6,1,11,0,2,28
,永平工商,16,3,7,2,2,0,3,23,216,4,10,0,1,287
,永豐高中,0,0,1,0,0,1,0,1,3,0,1,0,0,7
,光啟高中,9,0,1,3,0,0,3,10,46,0,2,0,0,74
,成功工商,55,0,2,1,3,1,2,9,83,5,12,0,0,173
,至善高中,8,1,0,0,1,0,1,3,42,0,2,0,0,58
,武陵高中,0,3,2,0,3,1,11,15,6,0,22,0,0,63
,治平學校財團法人桃園市治平高級中等學校,10,0,3,2,5,0,4,17,80,4,6,0,1,132
,南崁高中,0,0,1,0,6,1,0,0,4,1,2,0,0,15
,桃園育達學校財團法人桃園市育達高級中等學校,17,0,3,0,5,0,4,18,92,2,13,0,0,154
,桃園高中,0,3,5,0,4,2,1,9,5,0,17,0,1,47
,桃園農工,79,1,4,1,3,1,1,34,82,6,20,0,1,233
,啟英學校財團法人桃園市啟英高級中等學校,57,3,5,0,7,0,3,22,209,4,23,0,4,337
,清華學校財團法人桃園市清華高級中等學校,85,0,1,1,5,1,3,6,51,9,12,0,1,175
,復旦學校財團法人桃園市復旦高級中等學校,0,0,0,1,0,1,0,0,1,0,0,0,0,3
,陽明高中,0,0,4,0,1,2,2,5,4,2,14,0,2,36
,新興學校財團法人桃園市新興高級中等學校,5,1,2,1,5,5,3,19,75,3,16,0,1,136
,楊梅高中,1,0,0,1,4,1,0,2,11,0,4,0,1,25
,壽山高中,0,2,1,0,2,1,1,9,22,1,9,0,1,49
,漢英高中,0,0,0,0,0,0,0,2,4,0,1,0,1,8
,龍潭高中,68,0,1,0,3,0,0,7,33,9,8,0,1,130
,觀音高中,1,0,0,0,0,0,0,2,9,0,3,0,0,15
,總計,550,29,60,15,81,23,58,277,1222,65,267,0,21,2668
