
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,0,2,0,0,1,0,2,0,0,0,0,5
,宜蘭大學附設高職進修學校,1,0,0,0,2,4,0,1,0,0,0,0,8
,宜蘭高中,0,0,0,0,2,0,0,2,0,10,0,0,14
,宜蘭高商,0,0,2,1,7,8,6,18,1,3,0,2,48
,南澳高中,7,0,0,0,0,1,2,6,0,0,0,0,16
,慧燈高中,0,0,0,0,1,1,0,0,0,0,0,0,2
,頭城家商,74,3,5,0,4,4,7,48,8,5,0,0,158
,羅東高工,35,0,3,0,0,2,9,40,8,11,0,1,109
,羅東高中,0,3,0,2,1,4,2,5,0,6,0,0,23
,羅東高商,6,1,4,0,8,4,7,37,1,4,0,2,74
,蘇澳海事,4,0,1,1,0,1,4,31,0,2,0,1,45
,蘭陽女中,0,0,1,1,0,1,1,0,0,0,0,0,4
,總計,127,7,18,5,25,31,38,190,18,41,0,6,506
