
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,2,0,0,0,0,0,0,1,0,0,0,0,3
,宜蘭高中,0,2,1,0,1,1,2,0,1,0,8,0,0,16
,宜蘭高商,1,0,2,1,3,5,1,6,11,2,12,0,0,44
,南澳高中,3,0,0,0,0,0,1,0,4,0,1,0,0,9
,慧燈高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,頭城家商,48,0,5,1,0,2,1,6,55,2,12,0,0,132
,羅東高工,40,1,1,1,0,1,0,16,63,2,17,0,2,144
,羅東高中,0,1,3,0,3,0,3,3,3,0,6,0,0,22
,羅東高商,1,1,1,1,6,3,1,3,39,1,5,0,0,62
,蘇澳海事,6,0,1,0,1,1,2,3,42,0,8,0,0,64
,蘭陽女中,0,0,2,0,1,1,2,1,1,0,1,0,0,9
,總計,99,7,16,4,15,14,13,38,221,7,70,0,2,506
