
,教育階段：高中職,製表日期：2018/5/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,宜蘭高中,0,0,2,0,1,1,2,2,1,0,11,0,0,20
,宜蘭高商,1,0,1,1,4,5,3,4,15,1,7,0,1,43
,南澳高中,1,0,0,0,0,0,0,0,4,1,0,0,0,6
,慈心華德福實驗高中,0,0,0,0,0,0,0,0,1,0,2,0,0,3
,慧燈高中,0,0,0,0,0,0,0,0,1,0,2,0,1,4
,頭城家商,46,0,3,0,0,3,0,2,36,0,4,0,0,94
,羅東高工,39,1,0,1,0,0,0,10,47,1,17,0,0,116
,羅東高中,0,0,3,0,3,0,2,3,2,0,3,0,0,16
,羅東高商,1,0,1,0,4,2,0,6,40,0,5,0,0,59
,蘇澳海事,2,0,0,1,1,2,0,2,32,0,5,0,0,45
,蘭陽女中,0,2,2,0,1,1,0,1,2,0,0,0,0,9
,總計,90,4,12,3,14,14,7,30,181,3,56,0,2,416
