
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,1,0,0,0,0,0,0,1,0,1,0,0,3
,宜蘭高中,0,0,1,0,1,1,1,2,0,0,6,0,0,12
,宜蘭高商,1,0,3,1,5,6,3,7,12,2,11,0,0,51
,南澳高中,2,0,0,0,0,0,0,0,4,0,0,0,0,6
,慈心華德福實驗高中,0,0,0,0,0,0,1,0,1,0,4,0,0,6
,慧燈高中,0,0,0,0,0,0,0,0,1,0,0,0,1,2
,頭城家商,48,0,4,0,0,3,0,2,47,0,9,0,0,113
,羅東高工,37,0,0,2,0,0,0,7,46,1,13,0,0,106
,羅東高中,0,0,3,0,3,0,1,3,2,0,4,0,0,16
,羅東高商,1,0,1,1,5,3,1,4,34,0,5,0,0,55
,蘇澳海事,5,0,1,0,2,1,1,2,41,0,6,0,0,59
,蘭陽女中,0,1,2,0,1,1,1,1,1,0,0,0,0,8
,總計,94,2,15,4,17,15,9,28,190,3,59,0,1,437
