
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,0,3,0,0,1,0,1,0,0,0,0,5
,宜蘭大學附設高職進修學校,1,0,0,0,1,4,0,0,0,0,0,0,6
,宜蘭高中,0,0,0,0,4,0,2,2,0,8,0,0,16
,宜蘭高商,2,1,1,1,6,9,10,13,3,1,0,1,48
,南澳高中,7,0,2,0,0,1,2,6,0,0,0,0,18
,慧燈高中,0,0,0,0,0,1,0,1,0,1,0,0,3
,頭城家商,77,2,6,0,2,3,11,61,10,10,0,0,182
,羅東高工,36,1,2,0,0,2,12,45,7,12,0,0,117
,羅東高中,0,3,1,0,1,3,4,5,1,6,0,0,24
,羅東高商,5,1,5,0,8,3,9,42,1,3,0,2,79
,蘇澳海事,4,1,1,1,0,2,3,39,0,4,0,1,56
,蘭陽女中,0,0,1,1,1,1,1,1,0,0,0,0,6
,總計,132,9,22,3,23,30,54,216,22,45,0,4,560
