
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,2,0,0,0,0,0,0,1,0,0,0,0,3
,宜蘭高中,0,2,1,0,1,1,1,1,0,0,4,0,0,11
,宜蘭高商,1,0,2,1,3,5,1,6,11,1,12,0,0,43
,南澳高中,3,0,0,0,0,0,0,0,3,0,0,0,0,6
,慈心華德福實驗高中,0,0,0,0,0,0,1,0,1,0,1,0,0,3
,慧燈高中,0,0,0,0,0,0,0,0,1,0,0,0,1,2
,頭城家商,49,0,4,0,0,2,1,5,47,0,12,0,0,120
,羅東高工,37,0,1,1,0,1,0,9,45,2,16,0,2,114
,羅東高中,0,0,3,0,2,0,1,3,1,0,7,0,0,17
,羅東高商,1,0,1,1,6,3,1,2,36,1,5,0,0,57
,蘇澳海事,5,1,1,0,1,1,2,3,43,0,9,0,0,66
,蘭陽女中,0,0,2,0,0,1,3,0,0,0,1,0,0,7
,總計,96,5,15,3,13,14,11,29,189,4,67,0,3,449
