
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,0,2,0,0,1,0,2,0,0,0,0,5
,宜蘭大學附設高職進修學校,1,0,0,0,1,1,1,1,0,0,0,0,5
,宜蘭高中,0,0,0,0,2,0,0,2,0,10,0,0,14
,宜蘭高商,2,0,2,1,7,8,7,20,1,3,0,2,53
,南澳高中,7,0,0,0,0,1,2,7,0,0,0,0,17
,慧燈高中,0,0,0,0,1,1,0,0,0,0,0,0,2
,頭城家商,75,3,5,0,4,5,7,51,8,5,0,0,163
,羅東高工,35,0,3,0,1,3,10,44,9,12,0,1,118
,羅東高中,0,3,0,2,1,4,3,5,0,6,0,0,24
,羅東高商,7,1,4,0,8,3,7,40,1,4,0,1,76
,蘇澳海事,3,0,1,2,0,0,4,30,0,2,0,1,43
,蘭陽女中,0,0,1,1,0,1,1,0,0,0,0,0,4
,總計,130,7,18,6,25,28,42,202,19,42,0,5,524
