
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,1,2,0,0,0,0,0,1,0,0,0,0,4
,宜蘭大學附設高職進修學校,0,0,0,0,1,0,5,2,0,0,0,0,0,8
,宜蘭高中,0,2,0,0,3,0,0,1,2,0,8,0,0,16
,宜蘭高商,0,1,2,0,4,0,5,8,7,3,2,0,0,32
,南澳高中,2,0,1,0,0,0,1,1,3,0,0,0,0,8
,慧燈高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,頭城家商,60,1,4,0,3,0,3,7,44,6,9,0,0,137
,羅東高工,38,1,2,0,0,0,1,9,49,4,11,0,2,117
,羅東高中,0,1,1,0,3,0,0,4,1,1,10,0,0,21
,羅東高商,3,2,4,0,4,0,0,3,32,1,3,0,0,52
,蘇澳海事,7,1,0,0,0,0,3,5,37,0,9,0,0,62
,蘭陽女中,0,0,0,0,2,0,1,0,1,0,1,0,0,5
,總計,110,10,16,0,20,0,19,40,178,15,54,0,2,464
