
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高中,0,0,0,0,0,1,0,1,0,0,0,0,2
,內埔農工,0,1,2,0,0,2,0,9,0,1,0,1,16
,日新工商,31,0,0,1,11,1,0,8,7,0,0,1,60
,民生家商,13,4,1,0,5,3,0,20,1,2,0,0,49
,佳冬高農,59,0,1,0,1,0,0,18,12,3,0,0,94
,來義高中,0,0,0,0,0,3,0,4,0,0,0,0,7
,東港海事,1,0,0,0,4,4,1,6,0,1,0,0,17
,屏北高中,0,0,1,0,2,1,0,0,0,1,0,0,5
,屏東女中,0,0,2,0,2,2,0,0,0,0,0,0,6
,屏東高工,84,0,5,0,4,2,0,22,25,6,0,4,152
,屏東高中,0,0,3,0,1,0,1,0,0,1,0,0,6
,屏榮高中,9,0,3,2,6,1,1,12,1,0,0,2,37
,恆春工商,19,0,1,1,5,1,1,6,4,0,0,0,38
,美和高中,2,0,0,0,3,2,0,1,0,0,0,0,8
,華洲工家,40,0,0,0,1,2,0,13,5,0,0,1,62
,新基高中,1,0,1,0,0,0,0,2,0,0,0,1,5
,潮州高中,0,2,0,0,2,0,0,0,0,0,0,0,4
,總計,259,7,20,4,47,25,4,122,55,15,0,10,568
