
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高中,0,0,1,0,0,0,1,0,0,0,1,0,0,3
,內埔農工,3,0,0,0,2,0,1,0,24,0,3,0,0,33
,日新工商,38,0,0,1,3,0,1,0,3,1,0,0,0,47
,民生家商,14,1,2,0,4,0,3,3,23,2,3,0,0,55
,佳冬高農,58,1,1,0,4,0,0,1,28,5,2,0,1,101
,來義高中,0,1,0,0,0,0,0,0,4,0,0,0,0,5
,枋寮高中,1,0,0,0,0,0,0,0,1,0,0,0,0,2
,東港海事,4,1,1,0,1,0,4,1,20,0,1,0,0,33
,東港高中,0,0,0,0,1,1,1,0,0,0,0,0,0,3
,屏北高中,1,0,1,0,3,0,2,0,0,0,0,0,0,7
,屏東女中,0,1,3,0,3,0,1,0,0,0,0,0,1,9
,屏東高工,77,1,8,0,1,0,4,0,26,9,5,0,1,132
,屏東高中,0,1,0,0,3,0,0,0,0,0,4,0,1,9
,屏榮高中,5,1,4,0,3,0,3,1,22,0,6,0,2,47
,恆春工商,16,0,2,0,4,0,0,0,15,4,1,0,2,44
,美和高中,0,0,0,0,1,0,3,0,0,0,0,0,0,4
,陸興高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,華洲工家,36,0,1,0,0,1,0,0,7,1,0,0,0,46
,新基高中,2,0,2,0,0,0,0,0,4,0,0,0,0,8
,潮州高中,0,1,1,0,4,0,2,1,0,0,1,0,0,10
,總計,255,9,27,1,37,2,26,7,178,22,27,0,8,599
