
,教育階段：高中職,製表日期：2018/5/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,26,0,1,0,0,0,2,5,77,5,7,0,0,123
,光復高中,32,2,2,0,1,1,3,15,188,2,16,0,2,264
,成德高中,0,0,0,0,0,0,1,0,11,0,0,0,0,12
,建功高中,0,0,3,0,1,0,0,5,3,0,12,0,0,24
,科學工業園區高中,0,0,1,0,1,0,2,1,0,0,11,0,0,16
,香山高中,0,1,1,0,1,3,0,0,15,0,5,0,0,26
,新竹女中,0,0,2,0,1,0,4,4,0,1,3,0,0,15
,新竹高工,70,1,1,0,0,0,1,14,31,5,24,0,1,148
,新竹高中,0,0,1,0,4,1,2,6,3,0,10,0,2,29
,新竹高商,0,1,3,0,1,4,4,2,28,0,17,0,0,60
,磐石高中,7,0,0,0,2,0,0,10,25,0,5,0,1,50
,曙光女中,0,0,0,0,0,1,1,0,6,0,0,0,0,8
,總計,135,5,15,0,12,10,20,62,387,13,110,0,6,775
