
,教育階段：高中職,製表日期：2019/05/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,24,1,1,0,1,0,3,3,89,1,7,0,0,130
,光復高中,33,3,1,0,1,1,3,8,180,0,16,0,1,247
,成德高中,0,0,0,0,0,0,0,0,12,0,1,0,0,13
,建功高中,0,0,3,0,0,1,1,4,4,0,13,0,0,26
,科學工業園區高中,0,0,1,0,1,0,3,1,1,0,10,0,0,17
,香山高中,0,1,0,0,0,1,0,1,26,0,5,0,0,34
,新竹女中,0,0,3,0,1,0,4,4,0,1,4,0,0,17
,新竹高工,71,1,1,0,1,0,0,15,24,1,26,0,1,141
,新竹高中,0,0,3,0,4,1,1,5,3,0,13,0,1,31
,新竹高商,0,0,5,0,0,4,4,4,24,0,13,0,0,54
,磐石高中,0,0,1,0,1,0,0,6,28,0,5,0,0,41
,曙光女中,0,0,1,0,0,0,1,0,3,0,0,0,0,5
,總計,128,6,20,0,10,8,20,51,394,3,113,0,3,756
