
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,公東高工,9,0,2,0,1,0,0,6,27,1,0,0,2,48
,成功商業水產,5,0,0,0,0,0,0,1,9,1,0,0,0,16
,均一實驗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,育仁高中,1,0,0,0,1,0,0,0,2,0,1,0,1,6
,臺東大學附中,2,0,0,0,0,0,0,0,6,0,0,0,0,8
,臺東女中,0,0,1,0,1,0,0,0,1,0,2,0,0,5
,臺東高中,0,0,0,0,1,0,1,1,6,0,2,0,0,11
,臺東高商,2,0,1,0,4,0,1,0,4,2,3,0,1,18
,臺東專科學校(高職部),43,0,0,0,3,0,0,2,35,3,2,0,1,89
,關山工商,28,0,0,0,3,0,0,1,14,1,2,0,0,49
,蘭嶼高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,90,0,4,0,14,0,2,11,106,8,12,0,5,252
