
,教育階段：高中職,製表日期：2019/05/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,公東高工,11,0,3,0,2,0,0,3,32,2,1,0,1,55
,成功商業水產,6,0,0,0,1,0,0,1,10,2,0,0,0,20
,均一實驗高中,0,0,0,0,1,0,0,1,1,0,1,0,0,4
,育仁高中,1,0,0,0,1,0,0,0,4,0,1,0,0,7
,臺東大學附中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,臺東女中,0,0,0,0,1,0,3,0,0,0,1,0,0,5
,臺東高中,0,0,0,0,1,1,1,0,4,0,3,0,0,10
,臺東高商,2,0,1,0,3,0,0,1,6,0,3,0,0,16
,臺東專科學校(高職部),52,0,0,1,1,0,0,3,27,7,1,0,0,92
,關山工商,29,0,0,0,3,0,0,0,13,1,2,0,1,49
,蘭嶼高中,2,0,0,0,0,0,0,0,2,0,0,0,0,4
,總計,103,0,4,1,14,1,4,9,100,12,13,0,2,263
