
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,公東高工,10,0,3,0,2,0,0,2,31,2,1,0,1,52
,成功商業水產,4,0,0,0,1,0,0,1,11,2,0,0,0,19
,均一實驗高中,0,0,0,0,1,0,0,0,1,0,1,0,0,3
,育仁高中,1,0,0,0,1,0,0,0,3,0,1,0,0,6
,臺東大學附中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,臺東女中,0,0,0,0,1,0,2,0,0,0,1,0,0,4
,臺東高中,1,0,0,0,1,1,1,0,4,0,3,0,0,11
,臺東高商,2,0,1,0,3,0,0,1,6,0,3,0,0,16
,臺東專科學校(高職部),56,0,0,1,2,0,0,4,29,8,1,0,0,101
,關山工商,27,0,0,0,3,0,0,0,14,1,2,0,1,48
,蘭嶼高中,2,0,0,0,0,0,0,0,2,0,0,0,0,4
,總計,103,0,4,1,15,1,3,8,102,13,13,0,2,265
