
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,0,0,2,1,1,0,1,2,6,0,10,0,0,23
,八斗高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,中山高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,光隆家商,5,0,1,0,3,1,4,7,9,0,2,0,0,32
,安樂高中,0,1,0,0,0,1,0,2,0,0,1,0,0,5
,基隆女中,0,0,0,0,1,0,0,3,0,0,2,0,0,6
,基隆海事,35,1,1,1,0,1,4,12,42,1,21,0,0,119
,基隆高中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,基隆商工,35,2,1,0,5,0,1,12,13,1,13,0,0,83
,培德工家,3,0,1,0,0,0,0,3,5,0,1,0,0,13
,暖暖高中,0,0,0,0,0,0,0,1,0,0,2,0,0,3
,聖心高中,2,0,0,0,0,2,0,3,16,0,6,0,0,29
,總計,80,4,7,2,10,5,10,45,95,2,59,0,0,319
