
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,2,0,1,0,1,0,3,1,1,0,0,0,0,9
,八斗高中,2,0,0,0,1,0,0,1,0,0,0,0,0,4
,中山高中,0,0,0,0,2,0,1,1,0,0,0,0,0,4
,光隆家商,7,0,0,3,3,0,4,0,4,2,4,0,0,27
,安樂高中,0,0,0,0,0,0,0,1,0,0,1,0,0,2
,基隆女中,0,0,0,0,0,0,1,5,1,0,1,0,0,8
,基隆海事,37,2,0,0,1,1,1,8,15,5,8,0,0,78
,基隆高中,0,0,0,1,0,0,1,2,0,0,3,0,0,7
,基隆商工,40,5,2,0,6,0,5,10,4,7,4,0,1,84
,培德工家,4,1,0,0,0,0,1,2,7,0,0,0,0,15
,暖暖高中,1,0,0,0,1,0,2,1,0,0,1,0,0,6
,聖心高中,5,0,2,0,1,0,3,8,3,1,1,0,0,24
,總計,98,8,5,4,16,1,22,40,35,15,23,0,1,268
