
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,0,0,2,1,2,0,3,5,5,0,7,0,0,25
,八斗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,中山高中,0,0,0,0,0,0,0,1,2,0,0,0,0,3
,光隆家商,5,0,2,0,4,0,3,3,9,0,4,0,1,31
,安樂高中,0,0,0,0,0,1,1,1,0,0,1,0,0,4
,基隆女中,0,0,0,0,1,0,0,3,2,1,1,0,0,8
,基隆海事,35,1,3,1,1,1,6,12,23,0,17,0,1,101
,基隆高中,0,0,1,0,0,0,0,2,0,0,0,0,0,3
,基隆商工,34,3,1,0,6,2,3,5,14,1,9,0,0,78
,培德工家,2,0,2,0,0,0,0,5,3,0,1,0,0,13
,暖暖高中,0,0,0,0,0,0,0,1,0,0,2,0,0,3
,聖心高中,7,0,1,0,0,1,0,4,22,0,5,0,1,41
,總計,83,4,12,2,14,5,16,42,81,2,47,0,3,311
