
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,1,0,2,0,3,0,3,3,5,0,6,0,0,23
,八斗高中,1,0,0,0,2,0,0,0,3,0,0,0,0,6
,中山高中,0,0,0,0,1,0,0,1,1,0,1,0,0,4
,光隆家商,5,1,2,1,4,0,3,3,7,0,5,0,1,32
,安樂高中,0,0,0,0,0,0,1,1,1,0,0,0,0,3
,基隆女中,1,0,0,0,1,0,1,2,2,1,0,0,0,8
,基隆海事,38,1,2,0,1,0,6,6,12,1,10,0,0,77
,基隆高中,0,0,0,0,0,0,0,3,0,0,0,0,0,3
,基隆商工,32,3,2,0,3,2,3,11,12,2,8,0,1,79
,培德工家,4,0,0,0,0,0,0,6,2,0,1,0,0,13
,暖暖高中,0,0,0,0,0,0,1,1,0,0,1,0,0,3
,聖心高中,9,0,1,0,0,1,0,3,10,0,5,0,0,29
,總計,91,5,9,1,15,3,18,40,55,4,37,0,2,280
