
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,0,0,2,1,2,0,3,5,5,0,8,0,0,26
,八斗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,中山高中,0,0,0,0,0,0,0,1,2,0,0,0,0,3
,光隆家商,5,0,2,0,5,0,4,3,9,0,4,0,1,33
,安樂高中,0,0,0,0,0,1,1,1,0,0,1,0,0,4
,基隆女中,0,0,0,0,1,0,0,4,2,1,2,0,0,10
,基隆海事,34,1,3,1,1,1,6,10,24,0,17,0,1,99
,基隆高中,0,0,1,0,0,0,0,2,0,0,0,0,0,3
,基隆商工,31,3,1,0,5,2,3,5,13,0,9,0,0,72
,培德工家,3,0,2,0,0,0,0,4,4,0,1,0,0,14
,暖暖高中,0,0,0,0,0,0,0,1,0,0,2,0,0,3
,聖心高中,8,0,1,0,0,1,0,3,22,0,5,0,1,41
,總計,81,4,12,2,14,5,17,39,82,1,49,0,3,309
